instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,cnt,peak
332,1/15/2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,10,0
333,1/15/2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,23,0
334,1/15/2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,33,0
335,1/15/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,59,1
336,1/15/2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,72,1
337,1/15/2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,89,1
338,1/15/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,101,1
339,1/15/2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,118,1
340,1/15/2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,129,1
341,1/15/2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,128,1
342,1/15/2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,83,1
343,1/15/2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,84,1
344,1/15/2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,74,1
345,1/15/2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,41,0
346,1/15/2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,57,0
347,1/15/2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,26,0
348,1/15/2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,44,0
349,1/16/2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,39,0
350,1/16/2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,23,0
351,1/16/2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,16,0
352,1/16/2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,15,0
353,1/16/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,1,0
354,1/16/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,2,0
355,1/16/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,1,0
356,1/16/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,3,0
357,1/16/2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,18,0
358,1/16/2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,32,0
359,1/16/2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,79,1
360,1/16/2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,93,1
361,1/16/2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,104,1
362,1/16/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,118,1
363,1/16/2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,91,1
364,1/16/2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,113,1
365,1/16/2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,99,1
366,1/16/2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,105,1
367,1/16/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,67,1
368,1/16/2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,61,1
369,1/16/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,57,0
370,1/16/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,28,0
371,1/16/2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,21,0
372,1/16/2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,18,0
373,1/17/2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,17,0
374,1/17/2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,16,0
375,1/17/2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,8,0
376,1/17/2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,2,0
377,1/17/2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,3,0
378,1/17/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,1,0
379,1/17/2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,5,0
380,1/17/2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,13,0
381,1/17/2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,33,0
382,1/17/2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,47,0
383,1/17/2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,57,1
384,1/17/2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,64,1
385,1/17/2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,80,1
386,1/17/2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,93,1
387,1/17/2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,86,1
388,1/17/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,93,1
389,1/17/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,82,1
390,1/17/2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,71,1
391,1/17/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,92,1
392,1/17/2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,60,1
393,1/17/2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,33,0
394,1/17/2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,27,0
395,1/17/2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,13,0
396,1/17/2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,4,0
397,1/18/2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,3,1
398,1/18/2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,22,1
399,1/18/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,28,0
400,1/18/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,35,0
401,1/18/2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,61,0
402,1/18/2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,125,1
403,1/18/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,133,1
404,1/18/2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,99,0
405,1/18/2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,83,0
406,1/18/2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,41,0
407,1/18/2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,33,0
408,1/18/2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,20,0
409,1/19/2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,3,0
410,1/19/2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,7,0
411,1/19/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,3,0
412,1/19/2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,2,0
413,1/19/2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,7,0
414,1/19/2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,32,0
415,1/19/2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,90,0
416,1/19/2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,197,1
417,1/19/2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,109,0
418,1/19/2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,47,0
419,1/19/2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,52,0
420,1/19/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,70,1
421,1/19/2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,78,1
422,1/19/2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,75,0
423,1/19/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,82,0
424,1/19/2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,104,0
425,1/19/2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,197,1
426,1/19/2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,161,1
427,1/19/2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,112,0
428,1/19/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,76,0
429,1/19/2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,59,0
430,1/19/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,59,0
431,1/19/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,28,0
432,1/20/2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,13,0
433,1/20/2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,5,0
434,1/20/2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,2,0
435,1/20/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,1,0
436,1/20/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,1,0
437,1/20/2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,6,0
438,1/20/2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,35,0
439,1/20/2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,101,0
440,1/20/2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,249,1
441,1/20/2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,143,0
442,1/20/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,57,0
443,1/20/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,68,0
444,1/20/2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,84,1
445,1/20/2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,98,1
446,1/20/2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,81,0
447,1/20/2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,70,0
448,1/20/2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,91,0
449,1/20/2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,215,1
450,1/20/2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,185,1
451,1/20/2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,152,0
452,1/20/2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,126,0
453,1/20/2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,57,0
454,1/20/2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,56,0
455,1/20/2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,31,0
456,1/21/2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,21,0
457,1/21/2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,6,0
458,1/21/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,2,0
459,1/21/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,1,0
460,1/21/2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,1,0
461,1/21/2011,1,0,1,5,0,5,1,1,0.24,0.197,0.6,5,0
462,1/21/2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,27,0
463,1/21/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,68,0
464,1/21/2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,217,1
465,1/21/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,166,0
466,1/21/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,63,0
467,1/21/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,59,0
468,1/21/2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,78,1
469,1/21/2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,73,1
470,1/21/2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,62,0
471,1/21/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,65,0
472,1/21/2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,97,0
473,1/21/2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,161,1
474,1/21/2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,120,1
475,1/21/2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,96,0
476,1/21/2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,53,0
477,1/21/2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,41,0
478,1/21/2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,34,0
479,1/21/2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,27,0
480,1/22/2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,13,0
481,1/22/2011,1,0,1,1,0,6,0,2,0.04,0.0,0.41,12,0
482,1/22/2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,11,0
483,1/22/2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,7,0
484,1/22/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,3,0
485,1/22/2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,2,0
486,1/22/2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,8,0
487,1/22/2011,1,0,1,8,0,6,0,1,0.02,0.0,0.44,27,0
488,1/22/2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,40,0
489,1/22/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,53,1
490,1/22/2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,63,1
491,1/22/2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,70,1
492,1/22/2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,84,1
493,1/22/2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,75,1
494,1/22/2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,103,1
495,1/22/2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,83,1
496,1/22/2011,1,0,1,17,0,6,0,1,0.12,0.197,0.28,67,1
497,1/22/2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,54,1
498,1/22/2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,59,1
499,1/22/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,45,0
500,1/22/2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,39,0
501,1/22/2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,30,0
502,1/22/2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,33,0
503,1/23/2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,22,0
504,1/23/2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,13,0
505,1/23/2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,18,0
506,1/23/2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,5,0
507,1/23/2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,3,0
508,1/23/2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,1,0
509,1/23/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,2,0
510,1/23/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,19,0
511,1/23/2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,28,0
512,1/23/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,58,1
513,1/23/2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,99,1
514,1/23/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,116,1
515,1/23/2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,87,1
516,1/23/2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,110,1
517,1/23/2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,77,1
518,1/23/2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,65,1
519,1/23/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,55,1
520,1/23/2011,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,49,1
521,1/23/2011,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,50,1
522,1/23/2011,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,35,0
523,1/23/2011,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,25,0
524,1/23/2011,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,28,0
525,1/23/2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,21,0
526,1/24/2011,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,7,0
527,1/24/2011,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,1,0
528,1/24/2011,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,1,0
529,1/24/2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,1,0
530,1/24/2011,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,5,0
531,1/24/2011,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,15,0
532,1/24/2011,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,84,0
533,1/24/2011,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,177,1
534,1/24/2011,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,102,0
535,1/24/2011,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,40,0
536,1/24/2011,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,46,0
537,1/24/2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,63,1
538,1/24/2011,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,60,1
539,1/24/2011,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,45,0
540,1/24/2011,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,57,0
541,1/24/2011,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,70,0
542,1/24/2011,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,184,1
543,1/24/2011,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,153,1
544,1/24/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,106,0
545,1/24/2011,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,81,0
546,1/24/2011,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,59,0
547,1/24/2011,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,35,0
548,1/24/2011,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,24,0
549,1/25/2011,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,9,0
550,1/25/2011,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,5,0
551,1/25/2011,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,2,0
552,1/25/2011,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,1,0
553,1/25/2011,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,9,0
554,1/25/2011,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,36,0
555,1/25/2011,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,108,0
556,1/25/2011,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,238,1
557,1/25/2011,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,144,0
558,1/25/2011,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,55,0
559,1/25/2011,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,61,0
560,1/25/2011,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,106,1
561,1/25/2011,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,93,1
562,1/25/2011,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,68,0
563,1/25/2011,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,84,0
564,1/25/2011,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,116,0
565,1/25/2011,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,222,1
566,1/25/2011,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,225,1
567,1/25/2011,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,146,0
568,1/25/2011,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,119,0
569,1/25/2011,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,45,0
570,1/25/2011,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,53,0
571,1/25/2011,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,40,0
572,1/26/2011,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,17,0
573,1/26/2011,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,5,0
574,1/26/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,10,0
575,1/26/2011,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,1,0
576,1/26/2011,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,8,0
577,1/26/2011,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,30,0
578,1/26/2011,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,72,1
579,1/26/2011,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,58,0
580,1/26/2011,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,28,0
581,1/26/2011,1,0,1,11,0,3,1,3,0.22,0.197,0.93,41,0
582,1/26/2011,1,0,1,12,0,3,1,3,0.22,0.197,0.93,48,1
583,1/26/2011,1,0,1,13,0,3,1,3,0.22,0.197,0.93,47,1
584,1/26/2011,1,0,1,14,0,3,1,3,0.22,0.197,0.93,36,0
585,1/26/2011,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,43,0
586,1/26/2011,1,0,1,16,0,3,1,4,0.22,0.197,0.93,36,0
587,1/26/2011,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,26,1
588,1/27/2011,1,0,1,16,0,4,1,1,0.22,0.2273,0.55,24,0
589,1/27/2011,1,0,1,17,0,4,1,1,0.22,0.2424,0.55,84,1
590,1/27/2011,1,0,1,18,0,4,1,1,0.2,0.2273,0.69,104,1
591,1/27/2011,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,79,0
592,1/27/2011,1,0,1,20,0,4,1,1,0.18,0.2121,0.74,59,0
593,1/27/2011,1,0,1,21,0,4,1,1,0.18,0.2121,0.74,38,0
594,1/27/2011,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,27,0
595,1/27/2011,1,0,1,23,0,4,1,1,0.18,0.197,0.8,16,0
596,1/28/2011,1,0,1,0,0,5,1,2,0.2,0.2121,0.75,9,0
597,1/28/2011,1,0,1,1,0,5,1,2,0.2,0.2121,0.75,3,0
598,1/28/2011,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,2,0
599,1/28/2011,1,0,1,3,0,5,1,2,0.2,0.2273,0.75,1,0
600,1/28/2011,1,0,1,5,0,5,1,2,0.18,0.2121,0.8,4,0
601,1/28/2011,1,0,1,6,0,5,1,2,0.18,0.197,0.8,16,0
602,1/28/2011,1,0,1,7,0,5,1,2,0.16,0.197,0.86,60,0
603,1/28/2011,1,0,1,8,0,5,1,2,0.16,0.197,0.86,157,1
604,1/28/2011,1,0,1,9,0,5,1,3,0.18,0.2121,0.86,101,0
605,1/28/2011,1,0,1,10,0,5,1,3,0.18,0.2121,0.86,49,0
606,1/28/2011,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,30,0
607,1/28/2011,1,0,1,12,0,5,1,3,0.18,0.2121,0.93,29,1
608,1/28/2011,1,0,1,13,0,5,1,3,0.18,0.2121,0.93,31,1
609,1/28/2011,1,0,1,14,0,5,1,3,0.22,0.2727,0.8,38,0
610,1/28/2011,1,0,1,15,0,5,1,2,0.2,0.2576,0.86,41,0
611,1/28/2011,1,0,1,16,0,5,1,1,0.22,0.2727,0.8,80,0
612,1/28/2011,1,0,1,17,0,5,1,1,0.24,0.2424,0.75,149,1
613,1/28/2011,1,0,1,18,0,5,1,1,0.24,0.2273,0.75,109,1
614,1/28/2011,1,0,1,19,0,5,1,2,0.24,0.2424,0.75,89,0
615,1/28/2011,1,0,1,20,0,5,1,2,0.24,0.2273,0.7,62,0
616,1/28/2011,1,0,1,21,0,5,1,2,0.22,0.2273,0.75,58,0
617,1/28/2011,1,0,1,22,0,5,1,1,0.24,0.2121,0.65,26,0
618,1/28/2011,1,0,1,23,0,5,1,1,0.24,0.2273,0.6,23,0
619,1/29/2011,1,0,1,0,0,6,0,1,0.22,0.197,0.64,28,0
620,1/29/2011,1,0,1,1,0,6,0,1,0.22,0.2273,0.64,20,0
621,1/29/2011,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,15,0
622,1/29/2011,1,0,1,3,0,6,0,1,0.2,0.2121,0.64,8,0
623,1/29/2011,1,0,1,4,0,6,0,1,0.16,0.1818,0.69,3,0
624,1/29/2011,1,0,1,6,0,6,0,1,0.16,0.1818,0.64,2,0
625,1/29/2011,1,0,1,7,0,6,0,1,0.16,0.1818,0.59,5,0
626,1/29/2011,1,0,1,8,0,6,0,1,0.18,0.197,0.55,34,0
627,1/29/2011,1,0,1,9,0,6,0,1,0.18,0.2121,0.59,34,0
628,1/29/2011,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,55,1
629,1/29/2011,1,0,1,11,0,6,0,2,0.18,0.197,0.64,64,1
630,1/29/2011,1,0,1,12,0,6,0,2,0.2,0.197,0.59,78,1
631,1/29/2011,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,65,1
632,1/29/2011,1,0,1,14,0,6,0,2,0.22,0.2273,0.6,99,1
633,1/29/2011,1,0,1,15,0,6,0,1,0.22,0.2121,0.69,120,1
634,1/29/2011,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,107,1
635,1/29/2011,1,0,1,17,0,6,0,1,0.24,0.2879,0.6,91,1
636,1/29/2011,1,0,1,18,0,6,0,1,0.22,0.2273,0.69,68,1
637,1/29/2011,1,0,1,19,0,6,0,2,0.22,0.2121,0.69,58,1
638,1/29/2011,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,43,0
639,1/29/2011,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,36,0
640,1/29/2011,1,0,1,22,0,6,0,1,0.16,0.197,0.8,32,0
641,1/29/2011,1,0,1,23,0,6,0,1,0.16,0.197,0.8,33,0
642,1/30/2011,1,0,1,0,0,0,0,1,0.16,0.1818,0.8,33,0
643,1/30/2011,1,0,1,1,0,0,0,1,0.14,0.2121,0.8,29,0
644,1/30/2011,1,0,1,2,0,0,0,1,0.16,0.2273,0.8,11,0
645,1/30/2011,1,0,1,3,0,0,0,1,0.14,0.2121,0.93,8,0
646,1/30/2011,1,0,1,4,0,0,0,1,0.14,0.2121,0.93,1,0
647,1/30/2011,1,0,1,5,0,0,0,1,0.14,0.2121,0.86,3,0
648,1/30/2011,1,0,1,7,0,0,0,1,0.14,0.2121,0.86,3,0
649,1/30/2011,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,12,0
650,1/30/2011,1,0,1,9,0,0,0,2,0.16,0.2273,0.8,38,0
651,1/30/2011,1,0,1,10,0,0,0,2,0.18,0.2424,0.8,64,1
652,1/30/2011,1,0,1,11,0,0,0,1,0.22,0.2727,0.75,59,1
653,1/30/2011,1,0,1,12,0,0,0,1,0.3,0.3182,0.52,97,1
654,1/30/2011,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,84,1
655,1/30/2011,1,0,1,14,0,0,0,1,0.28,0.303,0.61,122,1
656,1/30/2011,1,0,1,15,0,0,0,1,0.3,0.3333,0.56,109,1
657,1/30/2011,1,0,1,16,0,0,0,1,0.3,0.3333,0.56,123,1
658,1/30/2011,1,0,1,17,0,0,0,1,0.3,0.2879,0.56,77,1
659,1/30/2011,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,65,1
660,1/30/2011,1,0,1,19,0,0,0,1,0.26,0.2576,0.65,55,1
661,1/30/2011,1,0,1,20,0,0,0,2,0.26,0.2727,0.65,33,0
662,1/30/2011,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,28,0
663,1/30/2011,1,0,1,22,0,0,0,2,0.24,0.2273,0.7,21,0
664,1/30/2011,1,0,1,23,0,0,0,2,0.24,0.2121,0.65,21,0
